,index,Full_name,class
4586,5886,ساميقنهبانلصلاحضلدءن,F
4587,1192,سميحه راجي نوار,T
4588,4310,شمرلاآكث ةذاآف,F
4589,2675,عبدالباقي مازن مكتوم,T
4590,1139,مشعل زيدون نايف,T
4591,1118,مشعل نوفل راجي,T
4592,3797,ولقذظءآةعهحر رإيع,F
4593,5328,مجاضصه قعقأعسصريئ,F
4594,4588,متامة غديدريفيعر,F
4595,3491,مشاعل ياطةتعبدكةبوسط,F
4596,2410,فراس حجاب عوني,T
4597,4322,محغزفنسأي طنذلغ,F
4598,5045,نتزيشلشكره ناأء,F
4599,5663,اتقم فخخيصدادك,F
4600,4165,صذقذاليءنأقوثط,F
4601,2973,لبني مظهر فاتح,T
4602,4274,سحر عثداطملك جميل,F
4603,5980,فهضيقمنتظر العاأدشن,F
4604,1253,منتهي صبيح اشرف,T
4605,1340,امنه بكري مسيب,T
4606,5248,افراح صجير واجز,F
4607,4279,اريض جءعإ عبضخلنليم,F
4608,2457,مروي داني داود,T
4609,3905,مصإاح زيداخإقرحبب,F
4610,1337,صارم شبيب ناشد,T
4611,5656,باسطخ عذدقرشيق,F
4612,3760,دشذيظضهأ مقعحي,F
4613,445,عبدالرحمن عزت لؤي,T
4614,2212,مهيبه فاضل ساجع,T
4615,3368,نضير معتوء زبذشن,F
4616,5470,فيذضررغيد قتث,F
4617,4964,افكار مصلح مظير,F
4618,3548,انشراف راذفمسرور,F
4619,5919,نؤلضطأهلإ شعطنإح,F
4620,88,ماضي ابراهيم قدري,T
4621,4788,هددفظحيرإظوعلع,F
4622,2604,عليم فاضل اشرف,T
4623,2156,حسن سرور غيث,T
4624,4231,ضاري نديم فخم,F
4625,2093,عبدالرؤوف فاخر معين,T
4626,1741,صبا نجيب حاتم,T
4627,5791,شديض اسماويل حارث,F
4628,4207,مذسيتؤضوإتغكي,F
4629,330,كاسب سعيد ياسر,T
4630,925,ايثار علي خليفه,T
4631,2260,حيدر دعيج فراس,T
4632,5735,سيراحغحداضعمر,F
4633,4090,قتسزز حخاصقنضررأ,F
4634,4399,رحعت شوؤش منآط,F
4635,1736,رغد عديل سميع,T
4636,4975,روامءمناعخبارو,F
4637,1867,انتظار جساس جازم,T
4638,1924,لباب بلال امير,T
4639,2331,اكمل عكرمه سنان,T
4640,5972,صائفهةابان ورد,F
4641,2795,عبداللطيف باسق شامخ,T
4642,3413,فشتنمعلياجظمسقرح,F
4643,140,اشجان لطفي شمر,T
4644,281,نضال صباح مهيب,T
4645,5087,سهكصه رةإدصشوقذظ,F
4646,593,نزيه وسيم عراب,T
4647,3759,فغيه مئذد ابراإيمز,F
4648,5699,عذيقشجادمءفارمج,F
4649,1648,العنود وليد رافق,T
4650,5311,هبيرهثذعور ظفار,F
4651,1420,عطا كلاب هواري,T
4652,2002,ميس عطا ادعج,T
4653,5798,صؤصاموغاار أكريس,F
4654,3923,سهافأتشهض ذجار,F
4655,5007,رصضنن ئئرفإنصرهآ,F
4656,113,ديم محجن وارف,T
4657,2028,نهاد مرزوق ازور,T
4658,5474,اظينة منئحي عصمت,F
4659,4854,بذيغخعآبتللعةيزخسشمذ,F
4660,295,وديعه عمار فتحي,T
4661,2439,رصينه قعقاع ظفار,T
4662,1487,انشراف المثني عاطف,T
4663,5309,نجد آقيأنيظةم,F
4664,2200,اياس حجر نصيف,T
4665,794,فرج غافر رجب,T
4666,1896,صدام شعيب فطين,T
4667,3967,كؤر نساندسؤجر,F
4668,4954,ثولبوطنظفرخاياد,F
4669,5567,حامدخرزمجسحممود,F
4670,561,صائن متعب دهيم,T
4671,466,مخلصه عقال نظمي,T
4672,5840,مظهؤ نذظهئقضقاعئ,F
4673,2919,ناهض عكله شيبان,T
4674,5545,سوسرءأةآي ظائإث,F
4675,5118,رهؤيءطاظسشآلآظجء,F
4676,5674,لطدي مستنا عإدل,F
4677,966,رشوان عليم فواز,T
4678,5409,نصسءششلهم صمقم,F
4679,3623,ارسجح ؤكزؤسإدجث,F
4680,5898,ثنيجنغعنامشدادي,F
4681,4010,عإطه عئشب فكيه,F
4682,4563,ايزمث قجيرمومخظفع,F
4683,5126,ادغمظمظسن دايهث,F
4684,4622,رحذ لءسم شيبان,F
4685,4386,خوخههكجدونلنوؤل,F
4686,1762,ازور عمرو برهان,T
4687,4882,ثابآ ضوثبعمتدت,F
4688,2010,عامر زاهر رمضان,T
4689,3431,نصوح ؤدصوخ غفاخ,F
4690,24,شجن كليب نجدت,T
4691,3776,نمالةطمئض أيياي,F
4692,5957,عبدالوهاب نلاف نسيم,F
4693,4202,رجهانصاريةوصصعلزتء,F
4694,5588,حزام عبمظشمرءة,F
4695,3582,رإطغ هلإش غتطحآ,F
4696,5686,اشرا نجحهئمإضون,F
4697,738,خاتم شكور اسعد,T
4698,3990,سرذعبحكبم أسخم,F
4699,4592,برفان مخلفتسرمد,F
4700,4287,فكزيذبظوم ءاضر,F
4701,994,علاء شفيع احمد,T
4702,1801,حنبل ورد انس,T
4703,5281,غصوظ قتاده دعذلنء,F
4704,4172,شرثحأضةؤأمعئتن,F
4705,1199,خاتم معاويه شمر,T
4706,3930,مطدربمرحبقمطاع,F
4707,1261,فريج عتاب باسل,T
4708,5406,كبرفضساجح اكبر,F
4709,3735,عبدسلقيام شيدضمصصاح,F
4710,851,سدن كلاب خالد,T
4711,4787,ردينت طامح غكفر,F
4712,5258,معم بحاثتلعإي,F
4713,3774,نرجس عبدالووحدفنشمك,F
4714,2725,راكان نصار عليان,T
4715,3767,عاجشهازقدل عون,F
4716,550,بندر زاهي عيضه,T
4717,5707,نعيمؤرفاعه رامي,F
4718,2864,انور معن اكمل,T
4719,5019,اظلم سئاعضفوعف,F
4720,843,امتثال فادي مثاب,T
4721,5278,ظبيهزرغزدذآاإد,F
4722,1576,قثم ابان لقمان,T
4723,5934,نضيأ زميمثحقبيل,F
4724,2162,وليد جابر تواب,T
4725,2257,غصون نائل قصي,T
4726,3496,طلالءراما ذرقآث,F
4727,2427,فنن عبدالفتاح منصور,T
4728,2221,عنتر مصعب فليح,T
4729,4486,رفعبهعبدالحكيم هأديز,F
4730,1125,ليان رفعت نصيف,T
4731,629,ثوبه مناحي فاضل,T
4732,4630,لهيدغكتقبيط صشات,F
4733,2593,كنعان صقر شكري,T
4734,1745,ضاهر فضل فريج,T
4735,1045,سميع عطا كاسب,T
4736,3257,رءلب زيظع عفصهد,F
4737,361,مبارك جمال قطب,T
4738,1622,رضي راسم شيبان,T
4739,4199,خكتمثمءهويه قارا,F
4740,1366,ريماس محرم جلال,T
4741,5984,نكق ضصدقراأانز,F
4742,5190,ايره كعيش حشبلم,F
4743,5017,رفادءعذغ يحبحر,F
4744,1370,رائف وسام مناف,T
4745,4276,درغبيءجبذ تقيي,F
4746,5435,مكونفبهاط مطاوع,F
4747,2352,صفوان عقيل عبدالحق,T
4748,1242,ولاء العابدين طاهر,T
4749,1034,هريره جندل رهيف,T
4750,2249,حسن هائل عبدالحفيظ,T
4751,1305,فخريه مدحه فتوح,T
4752,3527,عضدشيه فصوج عغؤاتحففظا,F
4753,4896,صدام شعيققةتين,F
4754,721,سلطان باتل تقي,T
4755,5566,اددمزمةغخدرشيغ,F
4756,2664,ضاري عبدالصمد عفان,T
4757,3171,دحنمأدطالظأصبفس,F
4758,2856,صفوان حزم حارب,T
4759,5900,عديصوآرنتصر بحيزت,F
4760,4347,مسعضدخءيالحرفيع,F
4761,3339,رأمز خطهبأححءح,F
4762,3156,ذبيظن مصلد ربحخي,F
4763,962,ابتهاج مهيب ثائب,T
4764,2879,خضر عامر عز,T
4765,790,صقر ياسر ظفار,T
4766,1850,حسني رائد ايسر,T
4767,2159,اويس محرز شاهر,T
4768,3040,شةريغشلعع عغلده,F
4769,3124,قمكطفكوحأنافغ,F
4770,3564,حثء آوؤيخجكدي,F
4771,4934,خلاده ثطكل عأدزلكي,F
4772,3085,هشكم مديمشعبدو,F
4773,5648,سيار عيد آهلان,F
4774,4120,عاوج لراص نبكهي,F
4775,3074,ننءمشاكمل عرال,F
4776,2544,مزن هاني ورد,T
4777,647,كنزي اسحاق كميت,T
4778,4808,تيغءميرزشكيسك,F
4779,5920,فويح عرااأثواب,F
4780,5428,ثنياس شروئ ذنبل,F
4781,1385,سناء مدحت علاء,T
4782,5558,مهةوة غسيم بعاس,F
4783,3273,جذءت شامخازقل,F
4784,1254,الهنوف سطام منان,T
4785,5164,نغدتإ قئصوسرور,F
4786,876,هاله منتظر نبيه,T
4787,626,منصور راغب جبران,T
4788,1226,عبدالجميل مرزوق نواف,T
4789,2447,مجاور حسني رسيم,T
4790,255,وجدان مزهر بديع,T
4791,4543,صداهةعمخب صزبج,F
4792,4865,نهرأاشيد حاصطق,F
4793,2296,رضا ناصف بلال,T
4794,4540,خمود غيطآاشهب,F
4795,3454,سسلد طارحتيبمح,F
4796,4921,وتين اعامك اسلامش,F
4797,4814,فياض غضنفر موقي,F
4798,5097,ذاتر مصند نبيل,F
4799,395,رزينه تامر شديد,T
4800,368,نضير معتوق ذبيان,T
4801,3662,حبيمهؤءناعئكميتي,F
4802,1467,عبدي معد رهيف,T
4803,1771,نعمت زاخر نزار,T
4804,1702,نسرين مثاب مفتاح,T
4805,4904,مديؤؤتئتس غبدإؤريل,F
4806,4888,ساهدهءباسط كاأب,F
4807,1294,اهيم مالك عبدالمنعم,T
4808,4843,خليفج إعانهظكيدص,F
4809,4659,دانا نوذشءمضر,F
4810,639,عبدالحفيظ باشق فتح,T
4811,2097,ذاكر مهند نبيل,T
4812,2258,معن ركان كعب,T
4813,3616,ثساءؤشوارلتياص,F
4814,778,سميع هزاع كلاب,T
4815,4713,سويد قثم ذبوان,F
4816,888,ذياب قثم مرسي,T
4817,5244,هغيره دشنيئثائبن,F
4818,977,جوهره ماجد نجمالدين,T
4819,1430,ناهيه يعقوب نايف,T
4820,1201,عبدالمطلب فتاح محمود,T
4821,5397,غريبهحببحيضظشهم,F
4822,4145,زلنه سئؤإرفتئة جرورخ,F
4823,4039,نصرتأراضي هود,F
4824,359,حيدر عويس معاويه,T
4825,4001,نصر نأيه بهجج,F
4826,4185,ساصج معتقمظهصصل,F
4827,917,اشهم عبدالحليم رمضان,T
4828,3576,شهلاء خميس سلماض,F
4829,1453,شاكره عبدالجبار شعيب,T
4830,525,محسن بطرس هلال,T
4831,5080,سعذعن سيار ساظر,F
4832,1954,ثويبه نوفل اياد,T
4833,4361,لولوهأءشررهزاعذ,F
4834,3989,منافتفرحات عبدالبائي,F
4835,2874,شبيب مصطفي غوث,T
4836,5718,ققيم نبيلكغاكرظ,F
4837,4355,محمة رافع شماخن,F
4838,1195,وسيمه مناع قابوس,T
4839,2958,بهلول خميس فتوح,T
4840,4372,مضدكغ حسن نشمره,F
4841,3976,باشقصبدركمآيف,F
4842,3437,مطير هبمرز طئغط,F
4843,4345,مربدؤنتيذةبااشض,F
4844,108,نجده بلال عبدالواحد,T
4845,1435,فريج راكان ساجي,T
4846,4679,شاكزد تأمددذأكرء,F
4847,3423,سصآحه اعسر زضهد,F
4848,4074,اكرمفاجاععؤومغوطعط,F
4849,4157,زهرزء ايسرثفيضي,F
4850,3684,ربفهسغضءثنتميفك,F
4851,711,مرحب بكر نجاد,T
4852,2769,غزوان فريج سنان,T
4853,5219,مترمسرثرم عسسالنوزص,F
4854,3039,كلاببخدزن بردص,F
4855,2431,وميض رمزي سادن,T
4856,3382,ضتارءمزهش سدءآب,F
4857,5610,محرز صقهنئافه,F
4858,5125,بطاح عامر انوع,F
4859,3651,مقلجؤاؤآة مشامؤ,F
4860,3,وليف دريد ناصف,T
4861,4869,طيب سآع ثائه,F
4862,311,اميه حامد ابان,T
4863,2268,رحال بهجت زكريا,T
4864,4253,منتهئذصبغحفاشرف,F
4865,1023,تغلب سداد جمعان,T
4866,3317,جتيبحسضهةجفانز,F
4867,1743,عبدالباقي نشات البراء,T
4868,5014,لثتل اغمل ةتإبن,F
4869,3500,سهدن ظثاغزةحليه,F
4870,4127,اقدطم سمير بشر,F
4871,1457,عميد بسام فرحات,T
4872,4465,عبدي زكظلا فضاع,F
4873,3956,تغئنيهلشطب جإتمء,F
4874,1231,ضاري نديم كرم,T
4875,5165,انذددورؤإءغذضاح,F
4876,5931,اشهبوسعتوت دحام,F
4877,4627,نبمجرراضرجصإهيف,F
4878,2169,عهد سحيم فطين,T
4879,1673,راجحه شبيب مطر,T
4880,2753,ابوبكر كاسب زاهد,T
4881,4116,راءد مرشسنآحرم,F
4882,2069,منصفه قعقاع عمار,T
4883,1116,راغد مرشد وسيم,T
4884,5806,ضيياسعبداركمفد مرثوءك,F
4885,1655,احسان رفعت بارع,T
4886,3484,يأحي تتواأجذفعؤ,F
4887,4312,مةيدقهسلماق يطاء,F
4888,324,عروه زاخر ضاري,T
4889,4072,مخجون مشاودلمآتاجض,F
4890,3836,مطيكه كاسب فتحي,F
4891,3744,سيآءيطمرقغمعن,F
4892,2208,شجاع عبدالعزيز حكيم,T
4893,1006,اخلاص اكبر ضرار,T
4894,2956,مساعد فواز نوري,T
4895,1050,هلال داود مرداس,T
4896,5893,ضروق شزةءي جفاحاجدةكظ,F
4897,4683,ادضطل ةظعبءمأعب,F
4898,3713,اييمسكئرن سارحع,F
4899,5604,عمئمهفاضلصاشيزئ,F
4900,5060,عكهغج جفعإعكسيكأ,F
4901,4811,وهبت المثئسهدزسدلمينغ,F
4902,107,نصوح شماخ عبدالمجيد,T
4903,1159,راتب هائل شماخ,T
4904,406,الاء جلال حجر,T
4905,1154,امنه سلمان راكان,T
4906,2648,سيار عيد كهلان,T
4907,1348,عبدالودود بلال عاكف,T
4908,599,منيره مشعل لقمان,T
4909,5093,ععشالديؤفنتاخصلمعبت,F
4910,4035,نبالدصمد جغإدهص,F
4911,2459,قادر ثروت ماهر,T
4912,3254,نايو عبضازغفسر ماجر,F
4913,2180,علاء مجيد ساطع,T
4914,4434,نجؤبزناصبخ عكدد,F
4915,1512,مديد نبيه صقر,T
4916,4641,عحغه ذسذم خبهخآحتيج,F
4917,1389,مخلص طموح مطر,T
4918,2267,عنبر زاخر قائد,T
4919,2153,قثم بشاره مخلص,T
4920,3781,عاكف مجديكصقر,F
4921,2070,ريوف ارغد قتاده,T
4922,2599,عبدالحق صمصام لؤي,T
4923,2407,محرز جساس مفتاح,T
4924,710,اياس ادغم ايسر,T
4925,3120,كاثيا طربرذةبذطلظؤهر,F
4926,3567,رزرنأعازح عظزمخ,F
4927,4700,ماياءمننفيرظزئ,F
4928,1696,جيداء عبدالكريم محيا,T
4929,4965,نعما رهيف عبدشلمنعم,F
4930,82,حسان هشام عبدالفتاح,T
4931,2297,مطير وارف رائف,T
4932,1258,معين ادهم ذياب,T
4933,4618,مجتر فرج ربيح,F
4934,397,مزهر جلال عبدالحكيم,T
4935,2867,اثيل شوكت عبدي,T
4936,2256,يارا ذبيان جميل,T
4937,5247,جآبرذأاام ؤطكرو,F
4938,1971,اثيل نظير مطاع,T
4939,2158,صمد توفيق سعد,T
4940,5928,انهقر خممئ انآه,F
4941,1976,ممدوحه كنان اشجع,T
4942,1101,جلال حمدان سيف,T
4943,3629,ثفبه مضاحي فاضلا,F
4944,300,قعقاع مهاب كاسب,T
4945,788,اكليل محسن قدامه,T
4946,1425,كبري عقال مسلمه,T
4947,70,غلام سادن سلام,T
4948,45,ندي بديع كعب,T
4949,3816,مسعمد ركان خسحفط,F
4950,5149,نوح يعور طريره,F
4951,4296,ندا جمينقذعهآئ,F
4952,3095,نضال شاهد ابرنهيمء,F
4953,301,شذي شاهد برهان,T
4954,4094,فشرع هقبن احمدآ,F
4955,768,توفيق نديم اديب,T
4956,559,عهود خالص عازم,T
4957,4201,عبنالمطلأةفتقحعذحآتن,F
4958,2336,مساعده طامح عبدالصمد,T
4959,3982,غاطس ظفير آيءدح,F
4960,5890,اشعب ءظماعطئاطجبير,F
4961,1386,خوله سعدون نوفل,T
4962,4792,متورش حطؤر لأمتن,F
4963,1793,زينب قداح سرمد,T
4964,1803,زيدان ناجي هبيره,T
4965,4621,عوام مايل جاضر,F
4966,2681,رضي ركين رويشد,T
4967,5314,عبله ثائر عبدهض,F
4968,3803,لكمانوعبدالرشيب عفظدق,F
4969,2488,مخلص مدحت فراس,T
4970,5315,توكيب حمظئ يطريا,F
4971,4170,تيكي داين مصاظ,F
4972,4567,نورا رافد كاكل,F
4973,2405,سونيا رضا عزيز,T
4974,3371,فةجموعبدالنحر ؤبخلتم,F
4975,5712,مكلف مصووه هجرس,F
4976,415,رشوان مرتضي يزيد,T
4977,3167,رلوفرمالدلضضةاط,F
4978,1238,ماهه عتابه عميد,T
4979,2146,مني نشات ناظم,T
4980,3158,كخدك زعوان كشات,F
4981,5649,غازك محإؤ سءيآم,F
4982,5513,ازلاص ظافي تواب,F
4983,30,محسن زاخر نوح,T
4984,5995,فسؤوععبدعصجتارءحسنفز,F
4985,3264,كفي رافي رعد,F
4986,4720,شجن أعفر تزاب,F
4987,2029,مجيب فرناس غريب,T
4988,1634,فراج عويس طامح,T
4989,3499,هشاكتئثهذ ددءتز,F
4990,4052,اكرار مئيب محرما,F
4991,1609,نجدت رسول قيس,T
4992,5621,مغآص غظدإ عترثلح,F
4993,1296,ندي جميل ايهاب,T
4994,5935,لااحأخليبيفمكحومإ,F
4995,1794,خليوي ايمن منعم,T
4996,419,يحيي مسفر مكتوم,T
4997,1183,ساميه شفيع زين,T
4998,3401,قلاغ مهكث نبادؤ,F
4999,3720,مجهخ عذيإدبحغظ,F
5000,2671,زهير بادي غازي,T
5001,3706,حسجفن نخل خطلبس,F
5002,5731,نةاف خز كبيث,F
5003,703,احمد مجاور مطاع,T
5004,3006,ذبيان طكيذ نلال,F
5005,4123,زيزوش عبجطدمنشظ عقل,F
5006,4206,هاصلهأليوؤن ذبدالآنيأن,F
5007,5061,جابر اسمر فارس,F
5008,661,هنادي عبدالجليل غريب,T
5009,2796,رافد نذير جراح,T
5010,852,طموح خلف مارسيل,T
5011,4576,قثر كرانآظوماة,F
5012,5544,ملنضئةغفيوسد,F
5013,943,انوار بطرس شوقي,T
5014,3476,اشبد فذيصمرجشد,F
5015,1397,مزنه مامون مناع,T
5016,3172,معياهةمحصؤم وهخبي,F
5017,2270,ورد حافظ زاخر,T
5018,2477,زاكي مدحت نجدت,T
5019,5614,عطي وخبم مجديض,F
5020,2329,عبدالرقيب ثواب صفوان,T
5021,4325,فغعقبإفصآدمناغي,F
5022,392,عروه اسلم فيصل,T
5023,459,اعتماد نصره سلمان,T
5024,2364,غيث جبر عائذ,T
5025,4914,نجمؤهشقإ حاخء,F
5026,1041,سطام معن منعم,T
5027,3181,نورأ مفار لطمشن,F
5028,1306,لؤي سعيد انس,T
5029,4262,مجخيأناسلأم مدإعا,F
5030,2042,تائب رمضان شعبان,T
5031,205,عزيز ذباح كرم,T
5032,2309,نجد نعيم عليم,T
5033,1485,فراج تواب راضي,T
5034,2996,رجب شكور هشام,T
5035,2752,غزيل عبدالرقيب رسول,T
5036,5681,رضقحثكانشصويشصإ,F
5037,5217,سوجأ ازمحؤفديآ,F
5038,5593,كنةانظدذدقذكضي,F
5039,2961,فيصل عاكف ناهض,T
5040,3681,باهحءفسمت حممحط,F
5041,5369,باسم ادطدرضودتو,F
5042,3063,رهيفهدبزتةهثنزءن,F
5043,2610,محرز صقر شافي,T
5044,5949,سوعد لظآق غفارث,F
5045,3412,جوبصيهحقضفي رارح,F
5046,3192,لدعغفظاضر ؤعدإنز,F
5047,4950,ثابتهكآسبثءمذام,F
5048,2222,معصومه رافت حسين,T
5049,4114,ظاهر سازظ مازن,F
5050,126,باهر عون زاكي,T
5051,3835,بسمه حنبدطعمجو,F
5052,5892,نإلض تائبتصبأص,F
5053,5047,كفظمهئجرشيزفهيدف,F
5054,2396,لطيف رافق حسنين,T
5055,3571,نضالؤصضصشمسدردم,F
5056,3707,جيكانتباسققشعمان,F
5057,5796,رافد نطير جراح,F
5058,5999,وهفه حزمئصنشر,F
5059,1739,صافي زيدان اسعد,T
5060,3817,افنفد ساهظإقغيث,F
5061,4982,عذاري سححم بطجسأ,F
5062,3873,لعنإأخباطعناضل,F
5063,4983,رئجثص حسنهرجيءت,F
5064,489,رصين عبدالقدوس عقل,T
5065,896,طريفه عبوده عفان,T
5066,1959,سعيده مدحه شهاب,T
5067,2213,اياس اغلب هاجد,T
5068,56,ساجي ركان سارح,T
5069,3379,رةحززنهيمثحوصث,F
5070,1239,مزهر مسفر وليف,T
5071,506,نداء مجيب عزب,T
5072,4604,عبداةجميل قارف حمد,F
5073,5084,كهفجحمعبداأنور طلصل,F
5074,3418,اميمهياغلطتسمخزإ,F
5075,3297,اكلت عبيي بزاوف,F
5076,3100,رديإهغةعود بشر,F
5077,846,صارم اياد راجي,T
5078,3537,نوثجأقإمصثكةكظ,F
5079,3210,سدادءسدهكن زدءقغ,F
5080,1645,مشعل جناده ناشر,T
5081,5666,رذمز ريصء يقني,F
5082,3578,فظروق نليم تاطكم,F
5083,5420,وديعه بفان رياط,F
5084,2445,باسم حسن جامع,T
5085,241,امين يعقوب بشر,T
5086,602,باسطه جمال امير,T
5087,229,نعيم ناظم فضل,T
5088,5642,امتثاسرنسيبيزآلدل,F
5089,2373,مجيب حفص اسحاق,T
5090,2888,نعمه اخزم غسان,T
5091,2470,فياض رغيد قصي,T
5092,5414,اأراهيمولزفي صهيب,F
5093,318,سهيل كامل سويد,T
5094,2043,منصفه مطاع اغيد,T
5095,4749,بآسظأطذؤردمقخغءآ,F
5096,288,اشرف فاضل ضاهر,T
5097,5592,ماريا معين النبئب,F
5098,5240,كاعضلارغد عمرذضه,F
5099,4174,خازن صارم عبدالءليل,F
5100,2020,عيضه قعقاع نزيه,T
5101,5537,عكرنه منير نظاي,F
5102,4514,ناآت تيدبئبسؤي,F
5103,874,بارع عكرمه فراج,T
5104,5461,رسإثر صطذيةتعثدز,F
5105,2940,خالص شاهد رائد,T
5106,4600,دموهث عوإثبلاظأ,F
5107,3059,فئاس بابخ باظل,F
5108,1625,شافي حسنين عصمت,T
5109,172,معطيه معصوم ايوب,T
5110,1878,سبيعه عرفه سادن,T
5111,3733,ناهيهوعز لطنع,F
5112,4277,سحغي مالكزخجصب,F
5113,4050,هشالإشاددثمرداسب,F
5114,2660,رصينه اغلب ايهم,T
5115,3641,جاسمئابيب محرفه,F
5116,589,عمر اكثم ناشد,T
5117,3347,ايلحتة سباءتذمآ,F
5118,5785,ناثغظقهءكويعحاسن,F
5119,1507,سنان منعم عبدالرحمن,T
5120,4080,دلاذ ذاكشصنجزت,F
5121,4969,ايناس ضؤغم فبدالحكيم,F
5122,1080,دلال ذاكر نجدت,T
5123,2101,مدرك حواس سهل,T
5124,2889,وهاب امان مقرن,T
5125,2333,ريم مهند سفيان,T
5126,3845,نضير فلوح رفيإ,F
5127,5048,اريج انام ظودص,F
5128,4960,ذداح اشجع ساعف,F
5129,2484,حنظله فاخر كاسب,T
5130,3858,بازته ثنذرذفةلص,F
5131,173,فريد مرتجي ميمون,T
5132,3793,عدوان ساكيلسداد,F
5133,1091,مقتدي رضا اويس,T
5134,5548,مئاورنناةرذلظينزقمةؤءذ,F
5135,5035,صحهحنفارلق فائي,F
5136,1533,ريما صمصام ضرار,T
5137,3876,هللههقنكسآةعبخس,F
5138,1010,عاطف عقاب ركين,T
5139,48,معطي ساري عبدالباقي,T
5140,3222,موهز ئدأالرفيمقمنافغ,F
5141,5807,مطيعتعبتالقحيمئعطادأ,F
5142,3516,نورا نجدتذراهز,F
5143,3267,تهاخيذمءيآ قصاعل,F
5144,3911,عبكدآنسصم وغرة,F
5145,875,اعسر رائض بندر,T
5146,2330,شجون عبدالحكيم وهبه,T
5147,2552,مساعد عبدالباسط مجيب,T
5148,5631,محآر اؤأثنثينؤوم,F
5149,4268,عبدثلملك حستن عبدالباقي,F
5150,4505,كقظمع يعيط عبآثلظاهر,F
5151,3341,قطبلادعج ناصف,F
5152,1241,انسجام مامون علاء,T
5153,3369,ثعاطنؤناع نتدءؤ,F
5154,5027,اعرنزمببجذضحتيبث,F
5155,3703,اومديمزافر مغاع,F
5156,3140,اشكذن رثييؤشست,F
5157,1589,بيان داوود فؤاد,T
5158,5492,نقظر بياهآحئفو,F
5159,584,ميساء عجرم رماح,T
5160,604,نضال قدامه مدثر,T
5161,5453,سخيحه شديجخنقال,F
5162,5500,غالقغمرإحي ربودهب,F
5163,3912,هطشرؤ ظزدك تواب,F
5164,2708,وضحي عكاشه عقل,T
5165,1038,عريب زبير بطرس,T
5166,4384,راكانكعويس ثانرش,F
5167,2063,فهده ايهم عمير,T
5168,5905,صابر قدثط دايدم,F
5169,3114,ضاوي عبدالوراب جليل,F
5170,3736,بهجت دحآم ضزصحا,F
5171,999,ناصر صهيب منصف,T
5172,901,قمر عصام فياض,T
5173,5879,خرد شقمر عز,F
5174,636,داليا غانم حارب,T
5175,5603,متاظ نوظظوديف,F
5176,5128,كفط احمدعاكير,F
5177,3421,دادهدمصكه جخإس,F
5178,4138,ادئم حافئ عبأالمنؤنه,F
5179,3906,عبدولعظذذشحجر عترزفج,F
5180,1362,مرام صلاح مهيب,T
5181,3653,رهق شفضق راتس,F
5182,4970,شهلاخ جسذغ حئامط,F
5183,5700,عقدهؤعزظحشثاب,F
5184,3614,فهبم عءمت صمد,F
5185,3723,توابرعبضالرحيم صحصرخ,F
5186,2983,برهان معينالدين خويلد,T
5187,4597,شادن فيضي تميم,F
5188,3904,حكيم آعلوفمتسمف,F
5189,1666,اسمي صفوت انور,T
5190,945,عنتره عراب فارس,T
5191,5867,اخضم شجإء عبدقع,F
5192,4007,ستمح ظنهت ساجا,F
5193,1943,نداء امجد ذباح,T
5194,299,راما عدي المثني,T
5195,244,محمود مظفر مهاب,T
5196,4200,معدثءمرجزق شبغد,F
5197,910,مالك عقل ضيف,T
5198,2255,يسرا رضي سمير,T
5199,339,رامز خطاب حصيف,T
5200,4900,عبدالودود صدام الةضر,F
5201,1969,ايناس ضيغم عبدالحكيم,T
5202,3868,رامزعاخطب تاشمح,F
5203,5754,متطؤ ءتشز كيجص,F
5204,638,لارا مرزوق نجمالدين,T
5205,2658,رولا ثواب عيضه,T
5206,1494,غاده سعدون حسن,T
5207,132,راغبه رافع جناده,T
5208,1088,جوري رصين فارع,T
5209,4146,صهغحذموطوعضبكذط,F
5210,3554,نييب كلغم مرسي,F
5211,3176,عبدالجبار رخئازوائءئ,F
5212,494,ولاء مصباح غفار,T
5213,3991,رشوآن بديل نوري,F
5214,2037,رنيم عزيز حيدر,T
5215,3322,كهجةفدديط رضائ,F
5216,2071,اديب ميمون قسام,T
5217,2011,احنف عبدالنور عبوده,T
5218,691,جواهر محسن معينالدين,T
5219,5000,يتن سمييضعبطد,F
5220,365,عايض زهير كمال,T
5221,565,قتاده نضال شافع,T
5222,2927,جميله عكرمه ارقم,T
5223,2448,صفا صارم تميم,T
5224,1069,مرشدي مجتبي داني,T
5225,2531,كاتيا شجاع فياض,T
5226,498,رغد لباب نصيف,T
5227,745,جامع عمار اخطب,T
5228,3495,عهود ادصق نوار,F
5229,5788,كنعذناكءمذبعادج,F
5230,4255,هااحسنباطكرغبئاققعوؤ,F
5231,4385,سباءآغدقسزعلاء,F
5232,2539,ريحانه سهيل يعقوب,T
5233,1544,غيداء ناهل فارض,T
5234,3073,رظيد صلجح ذسسي,F
5235,5255,يدشؤءرضق ومعي,F
5236,2592,ماريا معين الحبيب,T
5237,3121,مزءئقضجبض مهزد,F
5238,5476,شفهءلغمدثنإفاتح,F
5239,2891,ايه احنف ادعج,T
5240,2179,عائض فكري عبدالملك,T
5241,3679,فاصيتعزعوذوحجر,F
5242,4008,اوس سآدنضصهيب,F
5243,4004,بانمكعإجؤ رلدآنع,F
5244,4813,فازن عماد فاخر,F
